name,state,country,population,latitude,longitude,percentageOfSessions
Campo de Batalla,San Juan,Argentina,166,-31.72685313,-68.56662072,
Barrio Unión,Río Negro,Argentina,166,-38.98553892,-67.95174059,
Villa Futalaufquen,Chubut,Argentina,166,-42.89384961,-71.61748944,
Drofa Dulog,Chubut,Argentina,166,-43.31545236,-65.37179071,
Chiclana,Buenos Aires,Argentina,165,-35.73151431,-61.74224216,
La Pepita,Buenos Aires,Argentina,165,-35.1935724,-58.16980039,
Ducós,Buenos Aires,Argentina,165,-37.45683469,-62.42424128,
El Polvorín,Córdoba,Argentina,165,-31.82897605,-63.1577478,
Víctor Manuel,Santa Fe,Argentina,165,-29.05887749,-59.85429065,
La Gloria,Santa Fe,Argentina,165,-30.22513425,-61.97269291,
Colonia Flores,Entre Ríos,Argentina,165,-31.04096081,-57.9209562,
El Ceibal,Salta,Argentina,165,-26.14448733,-65.01363683,
San Juan,Santiago del Estero,Argentina,165,-29.2967818,-63.83557029,
Talamuyo,Tucumán,Argentina,165,-27.5551614,-65.53495497,
Pampa El Gallo,Chaco,Argentina,165,-26.47203035,-60.30482918,
Lote 21,Chaco,Argentina,165,-26.66023047,-59.80471644,
Fortín Sargento 1º Leyes,Formosa,Argentina,165,-24.55411179,-59.38511621,
Los Jubilados,Formosa,Argentina,165,-25.32453387,-59.59651551,
Misión San Andrés,Formosa,Argentina,165,-23.12578051,-62.04927236,
Capitá Miní,Corrientes,Argentina,165,-28.95219604,-58.35381385,
La Larga,Buenos Aires,Argentina,164,-36.67550034,-61.92833635,
Pueblo Marini,Santa Fe,Argentina,164,-31.03872566,-61.88938202,
San Nicolás,Santiago del Estero,Argentina,164,-27.31512644,-64.27743616,
Tiunpunco,Santiago del Estero,Argentina,164,-28.04124141,-63.32102406,
El Diablo,Santiago del Estero,Argentina,164,-26.06536345,-64.08121324,
Campo Alegre,Santiago del Estero,Argentina,164,-28.10262333,-64.08535171,
Alta Gracia,Tucumán,Argentina,164,-26.7349463,-65.14081172,
Fortín Las Chuñas,Chaco,Argentina,164,-26.88435333,-60.90956297,
Lote 17,Chaco,Argentina,164,-27.07042792,-60.36510517,
Rodeo Tapití,Formosa,Argentina,164,-25.11184423,-58.28794076,
Cerro Centinela,Chubut,Argentina,164,-43.48346545,-71.59889454,
Roberto Jorge Payró,Buenos Aires,Argentina,163,-35.18105534,-57.65354429,
Sol de Mayo,Buenos Aires,Argentina,163,-34.26897022,-60.87225647,
La Querencia,Buenos Aires,Argentina,163,-35.37531696,-59.60097798,
Ñancay,Entre Ríos,Argentina,163,-33.45792884,-58.67819142,
Ruta Provincial 11 Kilómetro 140,Entre Ríos,Argentina,163,-32.72553845,-59.96986649,
Alto Carrizal,La Rioja,Argentina,163,-28.86673555,-67.5714198,
Saladillo,Santiago del Estero,Argentina,163,-26.274802,-63.75945771,
Muyo,Tucumán,Argentina,163,-27.37109006,-65.67875518,
Bajo Hondo Chico,Chaco,Argentina,163,-26.91014434,-60.41944493,
Makallé Viejo,Chaco,Argentina,163,-27.17510992,-59.29549017,
Guanacache,San Juan,Argentina,163,-32.06443607,-68.58968986,
Chosmes,San Luis,Argentina,163,-33.40397961,-66.80355037,
Cuartel IV,Buenos Aires,Argentina,162,-34.92032826,-61.4569334,
Capivara,Santa Fe,Argentina,162,-30.45970976,-61.27115307,
La Paz,Salta,Argentina,162,-22.38377776,-62.52867762,
Manga Bajada,Santiago del Estero,Argentina,162,-26.01265694,-63.69705571,
Santa Ana,Santiago del Estero,Argentina,162,-29.40356033,-63.59760326,
Puesto Nuevo,Santiago del Estero,Argentina,162,-27.98735048,-63.89297858,
La Paloma,Tucumán,Argentina,162,-27.78968146,-65.05974493,
Laguna Azul,Misiones,Argentina,162,-26.29554914,-53.7903057,
La Cucucha,Corrientes,Argentina,162,-29.54944561,-59.36569567,
Oratorio,Corrientes,Argentina,162,-27.46368461,-58.34706936,
El Cerrito,Mendoza,Argentina,162,-34.51687872,-68.29505151,
Villa Huechulafquen,Neuquén,Argentina,162,-39.79279347,-71.21014819,
Barrio Militar y Aeropuerto,Chubut,Argentina,162,-45.79189817,-67.47079984,
Campo Bonazola,Santa Fe,Argentina,161,-28.79702744,-59.69091373,
La Ilusión,Entre Ríos,Argentina,161,-32.49309428,-59.71331769,
Ojo de Agua,Jujuy,Argentina,161,-22.28684977,-65.53510201,
El Boquerón,Santiago del Estero,Argentina,161,-28.55518027,-63.78014469,
La Cañada,Santiago del Estero,Argentina,161,-25.68450005,-62.64253652,
Pozo del Castaño,Santiago del Estero,Argentina,161,-26.86278748,-63.23272349,
Pampa Grande,Santiago del Estero,Argentina,161,-29.4553153,-63.58818979,
Garciano,Santiago del Estero,Argentina,161,-28.39400936,-63.79575789,
Colonia 14,Tucumán,Argentina,161,-27.49452222,-65.70741286,
Bajo Hondo,Chaco,Argentina,161,-26.94264149,-60.37959341,
Buena Vista,Chaco,Argentina,161,-26.51525807,-59.22542919,
San Carlos,Formosa,Argentina,161,-25.60372885,-59.88977871,
Pilagás III,Formosa,Argentina,161,-25.51050399,-58.97918433,
Bella Vista,Corrientes,Argentina,161,-29.78448711,-59.2407193,
Ñacuñan,Mendoza,Argentina,161,-34.04518218,-67.95562507,
San Pablo,Mendoza,Argentina,161,-33.4460531,-69.32191629,
Aeropuerto Chapelco,Neuquén,Argentina,161,-40.08780407,-71.14310701,
Colonia Tornquist,Buenos Aires,Argentina,160,-35.33938923,-57.27096017,
Taninga,Córdoba,Argentina,160,-31.34592449,-65.07988173,
El Vergel,Córdoba,Argentina,160,-31.30766097,-64.08377148,
Fortín Charrúa,Santa Fe,Argentina,160,-29.12834623,-60.93442842,
Loventué,La Pampa,Argentina,160,-36.18889539,-65.28933246,
Suriyaco,La Rioja,Argentina,160,-28.53996923,-67.15690467,
Piedra Negra,Jujuy,Argentina,160,-22.22238324,-65.65630033,
Bajo Grande,Salta,Argentina,160,-22.61770111,-62.56441514,
Ingeniero Maury,Salta,Argentina,160,-24.68192531,-65.77224559,
Amblayo,Salta,Argentina,160,-25.54370463,-65.82055597,
Upianita,Santiago del Estero,Argentina,160,-27.98683043,-64.15396503,
Santa Rosa,Santiago del Estero,Argentina,160,-27.61796548,-62.36911067,
Entre Ríos,Tucumán,Argentina,160,-27.14163473,-65.33796886,
Paso Florentín,Corrientes,Argentina,160,-27.74398386,-57.77627919,
El Alambrado,Mendoza,Argentina,160,-36.26884773,-69.85728316,
La Limpia,Buenos Aires,Argentina,159,-35.08009603,-60.59119177,
Kilómetro 12,Santa Fe,Argentina,159,-29.24517296,-60.30489928,
Relmo,La Pampa,Argentina,159,-36.25650451,-63.4480893,
Aguayo,La Rioja,Argentina,159,-31.69055352,-65.88732906,
Villa Vil,Catamarca,Argentina,159,-27.58152436,-66.2595358,
Colonia Gamara,Santiago del Estero,Argentina,159,-27.62677956,-64.03743437,
San Benito,Santiago del Estero,Argentina,159,-28.14645202,-64.48808359,
Pozo Grande,Santiago del Estero,Argentina,159,-27.59123846,-64.59054023,
El Jardín,Tucumán,Argentina,159,-27.857157,-65.57373828,
Cascabel,Misiones,Argentina,159,-27.82325967,-55.53418375,
Puesto Ramona,Formosa,Argentina,159,-24.95872132,-58.91573199,
Campo Hardy,Formosa,Argentina,159,-26.14664374,-59.49650668,
Lago Rosario,Chubut,Argentina,159,-43.2471604,-71.34894681,
Villa Laguna La Brava,Buenos Aires,Argentina,158,-37.86122308,-57.98101202,
Las Delicias,Córdoba,Argentina,158,-31.56914971,-62.88158953,
Laguna Benítez,Entre Ríos,Argentina,158,-30.629694,-58.65350953,
Antilo,Santiago del Estero,Argentina,158,-27.75277055,-64.6069754,
Nueva Loma,Santiago del Estero,Argentina,158,-29.12133178,-62.98035703,
Los Britos,Tucumán,Argentina,158,-27.43955934,-65.0605167,
Villa Nougués,Tucumán,Argentina,158,-26.85833619,-65.37556931,
Oro Verde,Misiones,Argentina,158,-26.87318223,-55.10827527,
El Palmar,Chaco,Argentina,158,-27.17200708,-58.73980141,
San Carlos,Chaco,Argentina,158,-26.95919929,-58.66703522,
Esperanza,Formosa,Argentina,158,-25.35441288,-58.31284652,
Campo Vallejos,Corrientes,Argentina,158,-28.93656158,-58.80524082,
Herlitzka,Corrientes,Argentina,158,-27.5658367,-58.25888439,
San Ignacio (Loteo San Javier),Córdoba,Argentina,157,-32.16590528,-64.51790973,
Santa Ana,Córdoba,Argentina,157,-30.80049868,-65.19114767,
Los Nogales,Santa Fe,Argentina,157,-33.14013486,-61.60465399,
Traill,Santa Fe,Argentina,157,-31.92152236,-61.70262713,
Colonia Nueva San Miguel,Entre Ríos,Argentina,157,-32.06225117,-58.55301929,
Los Tres Sauces,Entre Ríos,Argentina,157,-31.85720454,-59.80702882,
Termas de Reyes,Jujuy,Argentina,157,-24.17004737,-65.49050738,
Loma Hermosa,Jujuy,Argentina,157,-24.31173849,-65.29457111,
La Unión,Salta,Argentina,157,-24.28957812,-63.71920279,
Misión San Felipe,Salta,Argentina,157,-24.13006844,-62.70232335,
Mancapa,Santiago del Estero,Argentina,157,-28.60399203,-62.86841594,
Colonia 6,Tucumán,Argentina,157,-27.51149072,-65.68901036,
El Brete,Tucumán,Argentina,157,-26.09716944,-65.396289,
Tierra Adentro,San Juan,Argentina,157,-31.36578486,-68.4400036,
Los Molles,Mendoza,Argentina,157,-35.15901007,-69.94125865,
Barrio La Costa,Río Negro,Argentina,157,-39.09228642,-67.20335671,
Barrio Buenos Aires Chico,Río Negro,Argentina,157,-39.08839068,-67.67278008,
La Viruta,Buenos Aires,Argentina,156,-35.39769881,-57.63113228,
Las Manzanas,Córdoba,Argentina,156,-30.70615148,-64.19985414,
Colonia Villa Libertad,Entre Ríos,Argentina,156,-30.73844824,-57.92600746,
Lucas Sur Primero,Entre Ríos,Argentina,156,-31.66658682,-59.04043774,
San Justo,Santiago del Estero,Argentina,156,-28.19648253,-64.69995427,
Las Gamas,Santiago del Estero,Argentina,156,-28.649763,-61.92350738,
Pampa Pozo,Santiago del Estero,Argentina,156,-28.09343798,-64.75549501,
Puente del Medio,Tucumán,Argentina,156,-27.59322293,-65.67006587,
Tabay,Misiones,Argentina,156,-26.99272835,-55.23501756,
Los Flotadores Norte,Corrientes,Argentina,156,-30.06723414,-59.53070667,
Colonia San Francisco,Corrientes,Argentina,156,-30.32848135,-57.79549635,
Yapucá,Corrientes,Argentina,156,-28.50019114,-58.62280079,
La Menta,Mendoza,Argentina,156,-33.40643972,-67.75427883,
Colipilli Abajo,Neuquén,Argentina,156,-37.75293583,-70.30895812,
San Clemente,Córdoba,Argentina,155,-31.71451496,-64.62828019,
Villa de María Este,Córdoba,Argentina,155,-29.92274026,-63.70384319,
Paso Duarte,Entre Ríos,Argentina,155,-31.20586948,-58.73300344,
Barrio Parque El Morajú,Entre Ríos,Argentina,155,-32.39304245,-59.74654257,
Rodero,Jujuy,Argentina,155,-23.06236669,-65.32655146,
Tafna,Jujuy,Argentina,155,-22.11867253,-65.753575,
Lote 24,Santiago del Estero,Argentina,155,-29.16458342,-62.96919653,
Churqui,Santiago del Estero,Argentina,155,-27.72652627,-64.63341745,
La Simona,Santiago del Estero,Argentina,155,-28.4330629,-61.88639228,
San Felipe,Santiago del Estero,Argentina,155,-27.47287857,-63.17555253,
Cabañaro,Chaco,Argentina,155,-26.30395416,-60.30229757,
La Cañada,Corrientes,Argentina,155,-29.80136157,-57.83258731,
Batel,Corrientes,Argentina,155,-29.17530131,-58.8889766,
Baños Lunlunta,Mendoza,Argentina,155,-33.06408854,-68.83067524,
La Lomita,San Luis,Argentina,155,-32.06191557,-65.30012549,
Cuatro Esquinas,Río Negro,Argentina,155,-38.9039535,-68.02475214,
Colonia Videla,Córdoba,Argentina,154,-31.91727697,-63.50350808,
Rodeo Viejo,Córdoba,Argentina,154,-32.93421083,-64.70464205,
Las Toscas,Córdoba,Argentina,154,-31.85503476,-65.49250712,
Tercera Usina,Córdoba,Argentina,154,-32.19430917,-64.323423,
Tacurales,Santa Fe,Argentina,154,-30.7709747,-61.8154862,
Colonia Racedo,Entre Ríos,Argentina,154,-30.98392372,-58.03969329,
Aldea Eigenfeld,Entre Ríos,Argentina,154,-31.88405831,-60.23458972,
Balcozna de Afuera,Catamarca,Argentina,154,-27.87574191,-65.75091775,
Puesto Sey,Jujuy,Argentina,154,-23.94556249,-66.48826389,
Kilómetro 21,Santiago del Estero,Argentina,154,-27.30353608,-63.55660648,
El Cuadro,Santiago del Estero,Argentina,154,-29.35058327,-62.84999696,
La Soledad,Santiago del Estero,Argentina,154,-27.62832688,-64.96635595,
Albardón,Santiago del Estero,Argentina,154,-29.08401131,-63.37931141,
Yaquilo,Tucumán,Argentina,154,-27.57781639,-65.65622036,
Las Mercedes,Tucumán,Argentina,154,-27.17026702,-65.28876512,
Zárate Norte,Tucumán,Argentina,154,-26.20931235,-65.36693213,
Lote Fiscal 16,Chaco,Argentina,154,-26.86591622,-58.80552863,
Colonia El Cacique Llorón,Chaco,Argentina,154,-27.04810189,-59.43783116,
San Ramón,Corrientes,Argentina,154,-27.62141982,-58.70719091,
Clemente Onelli,Río Negro,Argentina,154,-41.2463996,-70.03271016,
Juan Felipe Ibarra,Buenos Aires,Argentina,153,-36.34714827,-61.25403504,
Dennehy,Buenos Aires,Argentina,153,-35.35161984,-60.74507029,
Gobernador Obligado,Buenos Aires,Argentina,153,-35.16261507,-58.19834009,
La Paz,Buenos Aires,Argentina,153,-35.3796363,-59.37846453,
Corazzi,Buenos Aires,Argentina,153,-36.21028106,-62.40158838,
Villa Adela,Santa Fe,Argentina,153,-28.48895544,-59.41273184,
Colonia Baylina,Entre Ríos,Argentina,153,-31.78365299,-58.53197751,
Soledad,Catamarca,Argentina,153,-27.26312542,-67.04777082,
Antapoca,Catamarca,Argentina,153,-28.51442379,-65.76223848,
Campo Largo,Salta,Argentina,153,-22.54911774,-62.51026531,
Tasigasta,Santiago del Estero,Argentina,153,-28.49122207,-63.74021742,
El Alambrado,Santiago del Estero,Argentina,153,-27.70004133,-64.19825104,
Quebracho Coto,Santiago del Estero,Argentina,153,-26.28284758,-64.46867627,
San Ramón,Santiago del Estero,Argentina,153,-26.54442342,-63.98912891,
San Vicente,Santiago del Estero,Argentina,153,-28.22791539,-64.18828061,
Puesto Chico,Tucumán,Argentina,153,-27.2898891,-65.09532915,
Maipú,Chaco,Argentina,153,-27.02259175,-58.70707489,
Teniente Brown,Formosa,Argentina,153,-24.8021495,-60.45661596,
Sorocayense,San Juan,Argentina,153,-31.55766981,-69.44345141,
Cerro Chapelco,Neuquén,Argentina,153,-40.19726394,-71.3202529,
Villa Parque Girado,Buenos Aires,Argentina,152,-35.62685007,-58.01462935,
Rosas,Buenos Aires,Argentina,152,-35.96555759,-58.9392033,
Las Jarillas,Córdoba,Argentina,152,-31.64169097,-65.66792793,
Campo Bello Sur,Santa Fe,Argentina,152,-28.5742483,-59.3256698,
Santa María Centro,Santa Fe,Argentina,152,-31.52238231,-61.30836748,
Colonia Oficial 21,Entre Ríos,Argentina,152,-32.10324622,-59.51587894,
La Gloria,La Pampa,Argentina,152,-36.50838414,-63.74310853,
Tusaquillas,Jujuy,Argentina,152,-23.18929101,-65.98751404,
Barrio Parque La Ciénaga,Jujuy,Argentina,152,-24.41917971,-65.29358447,
Aguadita,Salta,Argentina,152,-25.39207617,-66.38727153,
La Gracia,Salta,Argentina,152,-22.36698878,-62.56229452,
El Palomar,Salta,Argentina,152,-24.02907517,-65.91671981,
El Crucero,Santiago del Estero,Argentina,152,-27.57418431,-63.32903572,
Las Abras,Santiago del Estero,Argentina,152,-27.59221427,-64.0838793,
El Cerrito,Santiago del Estero,Argentina,152,-29.1381419,-63.97112173,
Verón,Santiago del Estero,Argentina,152,-28.90317738,-63.37460949,
Los Pérez,Tucumán,Argentina,152,-27.45233564,-65.19124341,
El Vizcacheral,Chaco,Argentina,152,-24.39171321,-61.71681674,
Colonia El Progreso,Formosa,Argentina,152,-25.51191085,-59.40013463,
Ávalos,Corrientes,Argentina,152,-29.58319539,-58.30140296,
Cazador,San Luis,Argentina,152,-33.85477063,-66.36907854,
Juan Jorge,Entre Ríos,Argentina,151,-32.00218131,-58.30369484,
Paulina,Jujuy,Argentina,151,-23.84506545,-64.74054445,
Lagunas de Yala,Jujuy,Argentina,151,-24.10802151,-65.47904125,
San Isidro,Santiago del Estero,Argentina,151,-27.23732244,-64.28822354,
Villa Los Ponce,Tucumán,Argentina,151,-26.99542255,-65.23783673,
San Nicolás,Tucumán,Argentina,151,-27.10263719,-65.24279417,
Picada Polaca,Misiones,Argentina,151,-27.60431506,-55.46779319,
Aguay,Corrientes,Argentina,151,-29.31028168,-58.51327811,
Lagunita,Corrientes,Argentina,151,-27.51216009,-58.43796722,
Bella Vista,San Juan,Argentina,151,-30.20904726,-68.7486825,
Aguada Guzmán,Río Negro,Argentina,151,-39.98185576,-68.87386789,
Las Amintas,Santa Fe,Argentina,150,-29.27911671,-59.75154097,
Chivilme,Salta,Argentina,150,-25.14675583,-65.50135337,
Palma Pozo,Santiago del Estero,Argentina,150,-27.79227772,-64.66984471,
San Rafael,Santiago del Estero,Argentina,150,-28.17577443,-64.64783291,
La Fortuna Este,Santiago del Estero,Argentina,150,-26.81438941,-63.92230831,
San Juan,Santiago del Estero,Argentina,150,-28.18186812,-63.99154113,
Agua Dulce,Tucumán,Argentina,150,-27.02055152,-65.0176806,
Tres Almacenes,Tucumán,Argentina,150,-27.03654417,-65.43898059,
El Aguará,Chaco,Argentina,150,-27.07221315,-60.07505226,
Colonia Santa Rosa,Formosa,Argentina,150,-24.92542693,-58.73216692,
Arroyo Paraíso,Corrientes,Argentina,150,-28.76522797,-58.92599732,
Las Loicas,Mendoza,Argentina,150,-35.79368388,-70.14087875,
Casas Viejas,Mendoza,Argentina,150,-33.8416552,-69.03808661,
Paso de las Carretas,Mendoza,Argentina,150,-34.01593896,-69.03347896,
San Sebastián,Buenos Aires,Argentina,149,-34.94297662,-59.70216175,
Milenica,Córdoba,Argentina,149,-31.45588661,-64.40511011,
Colonia Dos Hermanos Norte,Córdoba,Argentina,149,-30.58264734,-62.07189876,
La Cuadra,La Rioja,Argentina,149,-28.46824545,-67.69230818,
Punta de Balasto,Catamarca,Argentina,149,-26.95338711,-66.13623179,
Cochinoca,Jujuy,Argentina,149,-22.74535377,-65.89607734,
Nuevo Pirquitas,Jujuy,Argentina,149,-22.68795542,-66.45637567,
Nuestra Señora del Rosario,Jujuy,Argentina,149,-24.31737413,-65.40174228,
Esquina Pozo,Santiago del Estero,Argentina,149,-27.51002955,-64.11708888,
Tipiro,Santiago del Estero,Argentina,149,-27.64124581,-64.4092937,
Las Cañadas,Tucumán,Argentina,149,-27.27512673,-65.22887444,
Techat,Chaco,Argentina,149,-25.54850334,-60.89376974,
Alto de los Quebrachos,Córdoba,Argentina,148,-30.54328449,-65.03672671,
Santa María y Las Margaritas,Entre Ríos,Argentina,148,-30.5876232,-58.18771222,
Cianzo,Jujuy,Argentina,148,-23.17320487,-65.15844237,
Palermo,Salta,Argentina,148,-24.93273129,-66.14647778,
Averías,Santiago del Estero,Argentina,148,-27.33475952,-63.71371581,
Lote 63,Santiago del Estero,Argentina,148,-28.23002092,-62.0410747,
Colonia General Arenales,Chaco,Argentina,148,-26.90952858,-59.94148087,
Arroyo Los Berros,Río Negro,Argentina,148,-41.43473629,-66.10123242,
Costa de Lepá,Chubut,Argentina,148,-42.68873537,-70.74956115,
Cuartel XV,Buenos Aires,Argentina,147,-34.72234376,-59.49102133,
Puerto Panal,Buenos Aires,Argentina,147,-34.04168035,-59.12869863,
Plaza Luxardo,Córdoba,Argentina,147,-31.30174799,-62.22916734,
Tejeda,Córdoba,Argentina,147,-31.3883624,-63.98288847,
Infanzón,Catamarca,Argentina,147,-28.57903352,-65.40500063,
Madre Vieja,Salta,Argentina,147,-24.59912344,-64.93899138,
El Gritao,Salta,Argentina,147,-23.90267538,-62.7350371,
Río Corralito,Salta,Argentina,147,-24.98303941,-65.68424796,
Ancocha,Santiago del Estero,Argentina,147,-28.82072189,-63.74660856,
San José,Santiago del Estero,Argentina,147,-27.84299109,-64.63943655,
Kilómetro 1314,Santiago del Estero,Argentina,147,-26.08086773,-62.18917724,
Pozo Herrera,Santiago del Estero,Argentina,147,-28.39460066,-62.38964313,
Arroyo Santa María,Misiones,Argentina,147,-27.89049546,-55.4275809,
Caá Guazú,Misiones,Argentina,147,-27.85244008,-55.39189204,
Las Leonas,Chaco,Argentina,147,-27.04214509,-61.70881388,
Colonia La Chaqueña,Chaco,Argentina,147,-27.51056416,-60.67114389,
San Simón,Formosa,Argentina,147,-26.0122506,-59.65264392,
Rincón del Sombrero,Corrientes,Argentina,147,-27.63783732,-58.66429405,
Isabel Victoria,Corrientes,Argentina,147,-29.0918841,-59.11075117,
Colonia Santa Rosa,Río Negro,Argentina,147,-40.10706052,-64.37955899,
Caleta Olivares,Chubut,Argentina,147,-45.77515818,-67.3888489,
Alvarez Jonte,Buenos Aires,Argentina,146,-35.3217348,-57.45396421,
Campo Crespo,Córdoba,Argentina,146,-32.43788472,-62.9403812,
Wildermuth,Santa Fe,Argentina,146,-31.94483411,-61.40133365,
Colonia Helvecia Oeste,Santa Fe,Argentina,146,-31.08413975,-60.11838731,
Doll,Entre Ríos,Argentina,146,-32.21155951,-60.4535446,
Colonia Adivino,Entre Ríos,Argentina,146,-31.31807502,-59.30760161,
Chila,La Rioja,Argentina,146,-30.46076592,-66.53546189,
La Cuesta,Jujuy,Argentina,146,-24.11743247,-65.29476867,
La Capilla,Salta,Argentina,146,-24.98422083,-65.48151493,
Taco Pozo,Santiago del Estero,Argentina,146,-29.73026264,-63.06577369,
Kilómetro 12,Misiones,Argentina,146,-26.76990923,-54.77726673,
Colonia Cabeza de Tigre,Chaco,Argentina,146,-27.92622437,-61.17965534,
Guayquiraró,Corrientes,Argentina,146,-30.3258763,-59.49067438,
Villa Rosa,Corrientes,Argentina,146,-30.24008103,-59.55013066,
Casualidad,Corrientes,Argentina,146,-28.94072462,-58.86784667,
Crucesita,Corrientes,Argentina,146,-28.99494333,-58.97866929,
Paso Naranjito,Corrientes,Argentina,146,-28.33411468,-58.4639778,
Santo Domingo,Corrientes,Argentina,146,-28.25629443,-58.53289914,
Polvaredas,Mendoza,Argentina,146,-32.79487931,-69.65354641,
Pichaihué,Neuquén,Argentina,146,-37.88621631,-70.37026512,
La Florida,Buenos Aires,Argentina,145,-34.5464587,-59.42613743,
Maquinista Gallini,Córdoba,Argentina,145,-30.90860179,-63.53160762,
Estación Saguier,Santa Fe,Argentina,145,-31.31627317,-61.69620903,
Antinaco,La Rioja,Argentina,145,-28.81934218,-67.31485504,
Cuyoj,Santiago del Estero,Argentina,145,-27.66553277,-64.09959559,
Colonia Totorillas,Santiago del Estero,Argentina,145,-27.14938997,-63.56064788,
Puesto del Ángel,Santiago del Estero,Argentina,145,-26.29655303,-64.09549954,
El 25,Santiago del Estero,Argentina,145,-28.23765216,-63.75373994,
La Encrucijada,Tucumán,Argentina,145,-27.15171858,-65.24338628,
Paso Santa Rosa,Corrientes,Argentina,145,-29.80450698,-59.39407029,
Colonia Iturraspe,Córdoba,Argentina,144,-31.20783627,-62.1103101,
Colonia Clara,Santa Fe,Argentina,144,-30.52830668,-61.04089327,
Bajo Carrizal,La Rioja,Argentina,144,-28.8880641,-67.564133,
Las Higuerillas,La Rioja,Argentina,144,-29.28744973,-66.83445666,
El Bañado,Catamarca,Argentina,144,-29.19496861,-65.43727565,
Anillaco,Catamarca,Argentina,144,-27.90881425,-67.62192262,
Colanzulí,Salta,Argentina,144,-22.8905671,-65.22543631,
Almirante Brown,Salta,Argentina,144,-25.89615087,-64.76531718,
San Miguel,Tucumán,Argentina,144,-26.71228714,-64.70699698,
9 de Julio,Misiones,Argentina,144,-26.55702863,-54.57693225,
Paraje San Antonio,Chaco,Argentina,144,-26.60547121,-59.31599816,
Arroyo Soro,Corrientes,Argentina,144,-30.26316312,-59.5481486,
Isla Apipé Chico,Corrientes,Argentina,144,-27.57219841,-56.71102385,
Francisco Gómez,Corrientes,Argentina,144,-30.12083635,-58.91406851,
Arroyito,Mendoza,Argentina,144,-32.80974256,-67.22218792,
Las Pircas,Mendoza,Argentina,144,-33.14629368,-69.29191363,
Villa Puente Picún Leufú,Neuquén,Argentina,144,-39.21283515,-70.06105269,
Barrio Mar del Plata,Río Negro,Argentina,144,-39.08376074,-67.65927289,
Barrio Luisillo,Río Negro,Argentina,144,-39.05619946,-67.34508935,
Otegui,Buenos Aires,Argentina,143,-36.99645422,-58.99141684,
Aero Country Club,Buenos Aires,Argentina,143,-34.67615573,-59.04210198,
Colonia Santa María,Córdoba,Argentina,143,-31.6078812,-62.42850315,
El Quebracho,Córdoba,Argentina,143,-32.24557806,-64.37371898,
Río Los Sauces,Córdoba,Argentina,143,-31.73525251,-64.90445123,
La Reserva,Santa Fe,Argentina,143,-28.49947433,-59.5160134,
Kilómetro 302,Santa Fe,Argentina,143,-29.01242847,-60.141024,
Las Esquinas,Catamarca,Argentina,143,-28.73702879,-65.10892881,
El Duraznito,Salta,Argentina,143,-25.82941539,-64.95154275,
Huaico Redondo,Santiago del Estero,Argentina,143,-27.72468835,-64.55104352,
Rodeo de Soria,Santiago del Estero,Argentina,143,-27.68772317,-64.574844,
Leocadio Paz,Tucumán,Argentina,143,-26.15223455,-65.30732648,
La Blanquita,Misiones,Argentina,143,-25.62196011,-54.09355061,
Colonia El Urunday,Chaco,Argentina,143,-27.79767799,-60.96048964,
Lote 27,Chaco,Argentina,143,-26.73725671,-60.68924862,
Loma San Pablo,Formosa,Argentina,143,-24.92252303,-59.09040128,
Paso Cejas,Corrientes,Argentina,143,-30.31185514,-59.3609357,
Santa Librada,Corrientes,Argentina,143,-30.0232578,-59.48040905,
Puente del Inca,Mendoza,Argentina,143,-32.82455265,-69.90996978,
Estación Capdevila,Mendoza,Argentina,143,-32.75567422,-68.80743015,
El Foyel,Río Negro,Argentina,143,-41.65390037,-71.46008482,
Colonia Pastoril Cushamen,Chubut,Argentina,143,-42.12021068,-70.90655031,
Colonia San Martín,Buenos Aires,Argentina,142,-37.97686342,-62.33248362,
Arano,Buenos Aires,Argentina,142,-37.04768275,-63.267059,
Antonio Delgado,Buenos Aires,Argentina,142,-35.26557993,-59.06889668,
La Gloria,Buenos Aires,Argentina,142,-35.35100336,-59.53878401,
Walter Moss,Entre Ríos,Argentina,142,-31.40413979,-58.53564983,
El Chajá,Entre Ríos,Argentina,142,-31.99744492,-59.23134946,
Cantera Los Telares,Santiago del Estero,Argentina,142,-29.01727367,-63.4300688,
Brea Pozo Viejo,Santiago del Estero,Argentina,142,-28.21554942,-63.98584855,
Villa Páez,Tucumán,Argentina,142,-27.76665023,-65.11763346,
Nueva Población,Chaco,Argentina,142,-24.96763112,-61.36579689,
Potrero de los Caballos,Formosa,Argentina,142,-26.48609452,-58.60805785,
Villa Leonor,Corrientes,Argentina,142,-29.3266879,-59.09919415,
Buena Vista,Corrientes,Argentina,142,-28.44093955,-58.56339938,
Macedo,Buenos Aires,Argentina,141,-37.26392105,-57.20888357,
Villa Sarita,Buenos Aires,Argentina,141,-33.80060147,-59.73371192,
Cañada del Sauce,Córdoba,Argentina,141,-32.36796009,-64.64542611,
Colonia 25 de Mayo,Córdoba,Argentina,141,-32.25096362,-62.82307687,
Aldea Santa Celia,Entre Ríos,Argentina,141,-32.66120636,-58.73669548,
Colonia Las Piedritas,Entre Ríos,Argentina,141,-32.88342029,-58.52679977,
Colonia Algarrobitos,Entre Ríos,Argentina,141,-32.27341853,-60.08676618,
Pozo Colorado,Jujuy,Argentina,141,-23.55290675,-65.81945719,
Las Palmitas,Santiago del Estero,Argentina,141,-28.63718929,-64.98611403,
